---> INPUT STATES
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0,0,0
INPUT-STATE,0.1619877,-0.1957286,0.1482334
INPUT-STATE,0.1619877,-0.1957286,0.1482334
INPUT-STATE,0.1480405,-0.1839178,0.1413643
INPUT-STATE,0.1480405,-0.1839178,0.1413643
INPUT-STATE,0.1428845,-0.1779525,0.1429905
INPUT-STATE,0.1428845,-0.1779525,0.1429905
INPUT-STATE,0.1436903,-0.1682531,0.1396309
INPUT-STATE,0.1436903,-0.1682531,0.1396309
INPUT-STATE,0.1355328,-0.155812,0.1356556
INPUT-STATE,0.1355328,-0.155812,0.1356556
INPUT-STATE,0.1265429,-0.143831,0.1341045
INPUT-STATE,0.1265429,-0.143831,0.1341045
INPUT-STATE,0.1138754,-0.1316224,0.1349205
INPUT-STATE,0.1138754,-0.1316224,0.1349205
INPUT-STATE,0.1065481,-0.1214701,0.1377487
